"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","CV_young_Fem_GP_1","CV_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs.kg_inter_Fem_GP_1","Eggs.kg_slope_wt_Fem_GP_1","RecrDist_GP_1","RecrDist_Area_1","RecrDist_month_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Early_InitAge_25","Early_InitAge_24","Early_InitAge_23","Early_InitAge_22","Early_InitAge_21","ForeRecr_101","LnQ_base_Survey_2","Size_DblN_peak_Fishery_1","Size_DblN_top_logit_Fishery_1","Size_DblN_ascend_se_Fishery_1","Size_DblN_descend_se_Fishery_1","Size_DblN_start_logit_Fishery_1","Size_DblN_end_logit_Fishery_1","Size_DblN_peak_Survey_2","Size_DblN_top_logit_Survey_2","Size_DblN_ascend_se_Survey_2","Size_DblN_descend_se_Survey_2","Size_DblN_start_logit_Survey_2","Size_DblN_end_logit_Survey_2","minage.sel.1_Fishery_1","maxage.sel.1_Fishery_1","minage.sel.1_Survey_2","maxage.sel.1_Survey_2","Catch_endyear","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_2_Survey","Curr_Var_Adj_agecomp_flt_2_Survey","version","RunTime","model_run","hessian","Niterations","Curr_Var_Adj_lcomp_flt_1_Fishery","Curr_Var_Adj_agecomp_flt_1_Fishery","iteration","scenario"
5380900000,5419710000,5417870000,173666000,2152360000,0.480769,0.0812425,177112000,1650140000,0.104801,175531000,1957120000,0.44937,0.0897376,178018000,178018000,3.28168e-05,0.24998234496088,"0.393156381377463",1,26,99,100,0.9,NA,NA,NA,0.2,19.7733,130.745,0.206702,0.101825,0.10368,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.9726,0.65,0.4,0,0,0.00744058,0.00163114,0.00198361,0.0024107,0.00292758,0,-0.0102545,48.7726,-3,16.3619,15,-999,999,42.1083,-4,5.21084,14,-99,99,0,25,0,25,142267000,1139.19,9.55386e-15,0,-60.267,824.688,425.648,-50.8832,0,0,0,0.000539344,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.48333333333333,"em",TRUE,988,NA,NA,27,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.33680689881445,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.660258,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,141629000,541592000,540715000,0,874879,651.372,1703.32,55.8629,0,1.36231,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,27,"sd_0.15_yrs1"
4929400000,4965240000,4963560000,157935000,1971760000,0.480769,0.0804389,160665000,1511680000,0.103748,159210000,1793780000,0.449524,0.0888017,161479000,161479000,8.07702e-06,0.259654318984055,"0.386212174520805",1,26,99,100,0.9,NA,NA,NA,0.2,19.8622,132.768,0.199618,0.104907,0.0907173,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8777,0.65,0.4,0,0,0.0030847,0.000678431,0.000824639,0.00100157,0.00121538,0,0.0583006,50.6714,-3,15.8212,15,-999,999,41.8699,-4,5.09435,14,-99,99,0,25,0,25,153667000,1107.41,2.54863e-14,0,-60.3525,846.432,372.979,-51.6516,0,0,0,0.000527124,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.8,"em",TRUE,987,NA,NA,28,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.353605864579916,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.169185,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,153590000,535543000,534672000,0,868533,659.817,1728.73,53.5305,0,0.0894486,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,28,"sd_0.15_yrs1"
4072280000,4103850000,4102420000,135943000,1628910000,0.480769,0.102133,168916000,1248830000,0.133695,170035000,1397870000,0.431672,0.120294,171024000,171024000,0.000104913,0.443545139332266,"0.360474203939599",1,26,99,100,0.9,NA,NA,NA,0.2,20.4599,130.456,0.200165,0.095707,0.0994321,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7277,0.65,0.4,0,0,-0.00165007,-0.000364249,-0.000442644,-0.000537477,-0.000651976,0,-0.0830374,47.8828,-3,1.38724,15,-999,999,37.7961,-4,4.53394,14,-99,99,0,25,0,25,173960000,1071.18,2.1309e-15,0,-48.4738,810.292,365.748,-56.387,0,0,0,0.00216943,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.41666666666667,"em",TRUE,1020,NA,NA,29,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.405285761156462,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.691948,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,174274000,533451000,532579000,0,869599,659.247,1729.47,45.0049,0,1.49623,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,29,"sd_0.15_yrs1"
5600810000,5641610000,5639720000,178064000,2240320000,0.480769,0.0799324,181406000,1717580000,0.103083,179744000,2038880000,0.449645,0.088205,182318000,182318000,0.000324855,0.307684067126005,"0.37749941702837",1,26,99,100,0.9,NA,NA,NA,0.2,19.9534,133.851,0.195825,0.101649,0.0947838,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.9977,0.65,0.4,0,0,0.00484798,0.00106454,0.00129374,0.00157095,0.00190573,0,0.0737425,49.3768,-3,15.9493,15,-999,999,43.7661,-4,5.48161,14,-99,99,0,25,0,25,195609000,1095.99,5.35262e-14,0,-57.5028,815.782,391.42,-53.7121,0,0,0,0.000478939,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.6,"em",TRUE,1044,NA,NA,30,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.452607377735555,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.013438,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,196710000,540037000,539163000,0,871386,668.1,1731.82,46.6955,0,0.000564312,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,30,"sd_0.15_yrs1"
5013880000,5050280000,5048570000,161073000,2005550000,0.480769,0.0806579,163860000,1537590000,0.104033,162379000,1824380000,0.4495,0.0890511,164691000,164691000,2.28204e-06,0.268111721860116,"0.386286038472416",1,26,99,100,0.9,NA,NA,NA,0.2,19.6428,132.153,0.201846,0.102223,0.09667,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8974,0.65,0.4,0,0,0.0114739,0.00250679,0.00304792,0.00370319,0.00449565,0,0.0164211,48.2708,-3,16.2667,15,-999,999,42.7038,-4,5.42291,14,-99,99,0,25,0,25,124859000,1132.48,1.37e-14,0,-51.5251,847.829,388.068,-51.8952,0,0,0,0.00050615,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.63333333333333,"em",TRUE,997,NA,NA,31,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.282230459969933,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.166434,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,123850000,536026000,535159000,0,864883,647.689,1676.38,48.1523,0,0.0865634,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,31,"sd_0.15_yrs1"
4710860000,4745760000,4744110000,155239000,1884340000,0.480769,0.0872918,166745000,1444660000,0.113072,165993000,1686180000,0.444368,0.0981229,167890000,167890000,5.90381e-05,0.392565264091907,"0.386359850040343",1,26,99,100,0.9,NA,NA,NA,0.2,19.4222,129.176,0.209576,0.098171,0.114322,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8605,0.65,0.4,0,0,-0.00178609,-0.000394408,-0.000479465,-0.000582438,-0.000706903,0,-0.0699801,25.818,-3,1.7286,15,-999,999,39.6326,-4,5.07345,14,-99,99,0,25,0,25,178954000,1106.36,3.03082e-15,0,-46.7484,839.578,364.331,-50.8001,0,0,0,0.00224496,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.6,"em",TRUE,1167,NA,NA,32,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.412457335376991,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.532359,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,178738000,536182000,535305000,0,874552,670.691,1756.56,52.0421,0,0.885644,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,32,"sd_0.15_yrs1"
4973170000,5010930000,5009220000,163310000,1989270000,0.480769,0.0804605,162231000,1525100000,0.103778,160779000,1.809e+09,0.4494,0.0888606,163059000,163059000,2.93665e-05,0.285443690845075,"0.40903588478155",1,26,99,100,0.9,NA,NA,NA,0.2,20.5653,130.915,0.200078,0.0909458,0.111825,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.9112,0.65,0.4,0,0,0.00929565,0.0020341,0.00247261,0.00300334,0.00364478,0,-0.0991877,49.909,-3,16.3411,15,-999,999,32.7132,-4,3.50813,14,-99,99,0,25,0,25,152837000,1193.91,3.63262e-15,0,-58.1576,903.348,395.546,-46.8309,0,0,0,0.000931855,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.21666666666667,"em",TRUE,966,NA,NA,33,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.357266330083395,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.127898,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,153247000,537415000,536544000,0,869218,653.848,1701.59,57.1756,0,0.0511184,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,33,"sd_0.15_yrs1"
5343700000,5384480000,5382620000,176536000,2137480000,0.480769,0.0805472,174517000,1638730000,0.103892,172961000,1943550000,0.449364,0.0889672,175410000,175410000,8.07025e-05,0.305816194771413,"0.391502022957877",1,26,99,100,0.9,NA,NA,NA,0.2,20.3689,130.852,0.200343,0.0949466,0.102666,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.989,0.65,0.4,0,0,0.00146614,0.000322899,0.00039252,0.000476792,0.000578655,0,-0.0795324,49.086,-3,15.5413,15,-999,999,39.9199,-4,4.85412,14,-99,99,0,25,0,25,172873000,1110.55,3.76601e-15,0,-58.6702,837.278,381.78,-49.8361,0,0,0,0.000565537,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.75,"em",TRUE,987,NA,NA,34,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.397795885587805,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.0529479,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,172394000,540381000,539500000,0,878756,661.009,1724.22,43.8638,0,0.00876088,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,34,"sd_0.15_yrs1"
5175070000,5213220000,5211460000,165904000,2070030000,0.480769,0.080073,167938000,1587020000,0.103269,166411000,1883420000,0.449565,0.088384,168786000,168786000,5.43361e-05,0.290569982628254,"0.403559834027477",1,26,99,100,0.9,NA,NA,NA,0.2,20.3229,132.975,0.196811,0.0990128,0.101521,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.9269,0.65,0.4,0,0,0.00111894,0.000246433,0.000299453,0.000363581,0.000441015,0,0.00370122,49.0982,-3,15.5232,15,-999,999,41.3843,-4,5.0435,14,-99,99,0,25,0,25,147184000,1081.7,8.30488e-15,0,-60.2625,799.341,390.118,-47.4991,0,0,0,0.000529508,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.56666666666667,"em",TRUE,993,NA,NA,35,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.348273092762807,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.545812,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,147303000,538394000,537516000,0,875133,655.008,1711.63,48.3099,0,0.930971,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.05,"om",FALSE,2,1,1,35,"sd_0.15_yrs1"
4234350000,4265940000,4264480000,138230000,1693740000,0.480769,0.102285,175738000,1298530000,0.133451,176262000,1473980000,0.435857,0.118607,177588000,177588000,1.78412e-05,0.425411220140045,"0.388915335219084",1,26,99,100,0.9,NA,NA,NA,0.2,20.2256,131.453,0.201033,0.0935667,0.0956559,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7444,0.65,0.4,0,0,0.000628137,0.000138411,0.000168225,0.0002043,0.000247885,0,-0.0299688,88.7549,-3,7.72077,15,-999,999,36.6739,-4,4.49955,14,-99,99,0,25,0,25,164851000,1129.71,1.70344e-14,0,-60.4542,848.979,391.968,-50.7873,0,0,0,0.00153379,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.78333333333333,"em",TRUE,974,NA,NA,36,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.381902854428551,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.420686,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,164159000,537932000,537056000,0,873696,662.927,1745.53,49.4367,0,0.553052,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,36,"sd_0.15_yrs1"
4374090000,4407200000,4405660000,144627000,1749640000,0.480769,0.0844562,149794000,1341390000,0.109131,148737000,1580160000,0.447239,0.0939788,150668000,150668000,8.06855e-05,0.310661188955874,"0.402474555203589",1,26,99,100,0.9,NA,NA,NA,0.2,19.9697,130.109,0.203809,0.100973,0.107398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7897,0.65,0.4,0,0,0.000622592,0.000137178,0.000166749,0.0002025,0.000245713,0,-0.01749,85.0065,-3,9.70247,15,-999,999,41.2303,-4,4.9867,14,-99,99,0,25,0,25,161253000,1139.68,5.76056e-15,0,-57.8651,862.765,382.678,-47.9035,0,0,0,0.00110433,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",4.25,"em",TRUE,1388,NA,NA,37,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.368460743649888,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.13129,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,161026000,532611000,531738000,0,870409,662.816,1728.77,49.215,0,0.0538658,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,37,"sd_0.15_yrs1"
5424250000,5464200000,5462380000,172174000,2169700000,0.480769,0.0795797,174940000,1663440000,0.102621,173328000,1974950000,0.449698,0.0877988,175815000,175815000,0.000202887,0.315151403419828,"0.398779388125197",1,26,99,100,0.9,NA,NA,NA,0.2,20.3338,134.028,0.19338,0.096842,0.109382,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.964,0.65,0.4,0,0,0.00877541,0.0019209,0.00233463,0.00283502,0.00343931,0,-0.0499603,48.2623,-3,16.1039,15,-999,999,42.0135,-4,5.03765,14,-99,99,0,25,0,25,177708000,1081.07,6.92975e-15,0,-61.4146,806.873,384.417,-48.8093,0,0,0,0.000555252,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.4,"em",TRUE,1052,NA,NA,38,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.423409350224525,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.359036,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,178949000,539414000,538542000,0,869834,660.799,1721.28,55.0942,0,0.402834,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.05,"om",FALSE,2,1,1,38,"sd_0.15_yrs1"
3699540000,3725400000,3724160000,116909000,1479810000,0.480769,0.0924882,138642000,1134520000,0.119895,138105000,1320970000,0.443612,0.104255,139639000,139639000,1.91601e-05,0.306411067321883,"0.425306880628053",1,26,99,100,0.9,NA,NA,"Size_DblN_peak_Fishery(1)",0.2,19.4323,132.002,0.206069,0.101455,0.101051,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.5769,0.65,0.4,0,0,0.00163504,0.000360021,0.000437615,0.000531528,0.000645013,0,0.175236,101.405,-3,9.01974,15,-999,999,42.7922,-4,5.38616,14,-99,99,0,25,0,25,133098000,1042.47,2.65579e-14,0,-52.701,785.681,351.76,-42.2718,0,0,0,0.00533192,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.56666666666667,"em",TRUE,1053,NA,NA,39,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.315899397186216,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-1.04754,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,133880000,528201000,527340000,0,859274,655.96,1710.04,57.3975,0,3.42919,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,39,"sd_0.15_yrs1"
4353550000,4385170000,4383710000,137155000,1741420000,0.480769,0.0863895,152479000,1335090000,0.111927,151823000,1557090000,0.444128,0.0971919,153540000,153540000,0.000144567,0.332675632529775,"0.39128946971136",1,26,99,100,0.9,NA,NA,NA,0.2,20.1241,135.379,0.191588,0.106132,0.0830183,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7366,0.65,0.4,0,0,0.001059,0.000233189,0.000283266,0.000343779,0.000416754,0,0.00504398,41.8313,-3,5.89736,15,-999,999,41.4863,-4,4.86665,14,-99,99,0,25,0,25,141005000,1100.46,3.79921e-14,0,-58.8463,839.608,370.751,-51.0523,0,0,0,0.000899699,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.5,"em",TRUE,989,NA,NA,40,"sd_0.15_yrs1"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.320414379385825,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.555882,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,140791000,532034000,531166000,0,864909,663.469,1742.53,57.4312,0,0.96564,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,40,"sd_0.15_yrs1"
4750140000,4784130000,4782530000,149918000,1900060000,0.480769,0.0801395,154215000,1456710000,0.103354,152801000,1729240000,0.449649,0.0884338,154990000,154990000,4.34574e-05,0.279739123478466,"0.419159813956018",1,26,99,100,0.9,NA,NA,NA,0.2,19.6625,133.95,0.197539,0.107352,0.091567,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8256,0.65,0.4,0,0,0.0062137,0.00136296,0.00165649,0.00201161,0.00244056,0,0.0628765,49.3186,-3,16.2709,15,-999,999,41.9949,-4,5.29059,14,-99,99,0,25,0,25,172150000,1101.55,2.83901e-14,0,-50.1568,828.108,367.601,-43.9988,0,0,0,0.0005219,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",3.46666666666667,"em",TRUE,973,NA,NA,41,"sd_0.15_yrs1"
