"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","CV_young_Fem_GP_1","CV_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs.kg_inter_Fem_GP_1","Eggs.kg_slope_wt_Fem_GP_1","RecrDist_GP_1","RecrDist_Area_1","RecrDist_month_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Early_InitAge_25","Early_InitAge_24","Early_InitAge_23","Early_InitAge_22","Early_InitAge_21","ForeRecr_101","LnQ_base_Survey_2","Size_DblN_peak_Fishery_1","Size_DblN_top_logit_Fishery_1","Size_DblN_ascend_se_Fishery_1","Size_DblN_descend_se_Fishery_1","Size_DblN_start_logit_Fishery_1","Size_DblN_end_logit_Fishery_1","Size_DblN_peak_Survey_2","Size_DblN_top_logit_Survey_2","Size_DblN_ascend_se_Survey_2","Size_DblN_descend_se_Survey_2","Size_DblN_start_logit_Survey_2","Size_DblN_end_logit_Survey_2","minage.sel.1_Fishery_1","maxage.sel.1_Fishery_1","minage.sel.1_Survey_2","maxage.sel.1_Survey_2","Catch_endyear","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_2_Survey","Curr_Var_Adj_agecomp_flt_2_Survey","version","RunTime","model_run","hessian","Niterations","Curr_Var_Adj_lcomp_flt_1_Fishery","Curr_Var_Adj_agecomp_flt_1_Fishery","iteration","scenario"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.423409350224525,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.359036,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,178949000,538990000,538542000,0,446193,544.434,1412.19,55.0942,0,0.402834,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,38,"sd_0.05_yrs2"
4.23e+09,4260710000,4259250000,138344000,1.692e+09,0.480769,0.081796,140188000,1297200000,0.105522,138946000,1538130000,0.44929,0.0903742,140909000,140909000,0.00151907,0.297751773049645,"0.407749633141804",1,26,99,100,0.9,NA,NA,NA,0.2,18.9653,129.097,0.212489,0.0970259,0.115495,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7453,0.65,0.4,0,0,0.00138486,0.000305053,0.00037091,0.00045068,0.000547174,0,0.079013,49.208,-3,15.4931,15,-999,999,48.2324,-4,6.88059,14,-99,99,0,25,0,25,133098000,522.227,1.55938e-14,0,-53.5418,422.858,200.531,-47.6194,0,0,0,0.000317226,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.8,"em",TRUE,1156,NA,NA,39,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.315899397186216,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-1.04754,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,133880000,527782000,527340000,0,440719,540.947,1402.67,57.3975,0,3.42919,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,39,"sd_0.05_yrs2"
3964850000,3994280000,3992940000,126379000,1585940000,0.480769,0.0963404,155022000,1215890000,0.125722,155541000,1378150000,0.435417,0.11188,156672000,156672000,5.49937e-06,0.368432601485554,"0.38408947462111",1,26,99,100,0.9,NA,NA,NA,0.2,20.3017,134.703,0.191185,0.103136,0.0918899,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6548,0.65,0.4,0,0,0.0019509,0.00042926,0.000521433,0.000632775,0.000767042,0,-0.0542142,37.5994,-3,0.725313,15,-999,999,41.4477,-4,4.79687,14,-99,99,0,25,0,25,141005000,522.416,1.29848e-13,0,-53.4653,439.891,189.722,-53.734,0,0,0,0.00282627,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.91666666666667,"em",TRUE,1174,NA,NA,40,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.320414379385825,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.555882,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,140791000,531612000,531166000,0,443462,546.617,1424.05,57.4312,0,0.96564,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,40,"sd_0.05_yrs2"
4834630000,4868540000,4866930000,151052000,1933850000,0.480769,0.08024,157116000,1482620000,0.103485,155671000,1760160000,0.44968,0.0885364,157904000,157904000,0.00389229,0.285912262158635,"0.410731164123052",1,26,99,100,0.9,NA,NA,NA,0.2,19.6004,134.278,0.198642,0.10307,0.0885763,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8331,0.65,0.4,0,0,0.00683874,0.00149942,0.00182251,0.00221345,0.00268588,0,0.117823,48.1239,-3,16.4041,15,-999,999,45.5524,-4,6.09798,14,-99,99,0,25,0,25,172150000,513.538,3.58525e-14,0,-49.9941,420.595,190.501,-47.5638,0,0,0,0.000430283,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.73333333333333,"em",TRUE,1109,NA,NA,41,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.401762410079869,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.711029,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,172436000,532947000,532503000,0,441552,550.303,1420.56,58.7942,0,1.57988,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.05,"om",FALSE,2,1,1,41,"sd_0.05_yrs2"
4011830000,4040740000,4039390000,126195000,1604730000,0.480769,0.0995525,162027000,1230290000,0.130168,162878000,1384380000,0.433239,0.116569,163921000,163921000,7.43812e-05,0.38764852947408,"0.407584995316618",1,26,99,100,0.9,NA,NA,NA,0.2,20.1068,134.764,0.193878,0.107222,0.0906524,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6533,0.65,0.4,0,0,-0.00104399,-0.000230245,-0.000279664,-0.00033935,-0.000411312,0,0.0642199,47.6255,-3,2.68326,15,-999,999,41.4242,-4,4.99503,14,-99,99,0,25,0,25,177985000,489.677,5.43939e-14,0,-51.3356,402.024,186.69,-47.7032,0,0,0,0.00147114,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.66666666666667,"em",TRUE,1115,NA,NA,42,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.408091709963812,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.100113,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,178367000,534068000,533620000,0,446086,550.156,1432.26,57.3035,0,0.0313207,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,42,"sd_0.05_yrs2"
4241990000,4270700000,4269350000,127510000,1696800000,0.480769,0.109167,187684000,1300880000,0.142844,188762000,1461400000,0.432747,0.128103,189953000,189953000,0.000426015,0.360899012020302,"0.35897747283261",1,26,99,100,0.9,NA,NA,"Size_DblN_peak_Fishery(1)",0.2,20.2267,137.826,0.190821,0.102878,0.0771612,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6637,0.65,0.4,0,0,-0.00310264,-0.000685474,-0.000832603,-0.00101025,-0.00122447,0,0.0636107,101.384,-3,7.69197,15,-999,999,35.2454,-4,4.07205,14,-99,99,0,25,0,25,167487000,472.187,3.86049e-14,0,-52.7409,423.381,160.282,-58.741,0,0,0,0.0055767,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.68333333333333,"em",TRUE,1118,NA,NA,43,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.389505359705008,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.373745,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,166893000,541270000,540816000,0,452670,541.121,1415.59,42.3557,0,0.436517,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,43,"sd_0.05_yrs2"
4059950000,4091320000,4089880000,137505000,1623980000,0.480769,0.102148,168416000,1245050000,0.133651,169449000,1396290000,0.432237,0.120053,170470000,170470000,4.44327e-05,0.331873545240705,"0.400022840746306",1,26,99,100,0.9,NA,NA,NA,0.2,20.2429,127.885,0.209111,0.0930534,0.110424,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7392,0.65,0.4,0,0,0.00347889,0.00076499,0.000929984,0.00112976,0.00137112,0,0.000602977,48.0066,-3,2.99283,15,-999,999,31.5827,-4,3.25737,14,-99,99,0,25,0,25,156232000,506.352,3.05132e-14,0,-56.9772,431.247,182.251,-50.1714,0,0,0,0.00181894,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.66666666666667,"em",TRUE,1175,NA,NA,44,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.364246923495047,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.159359,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,155429000,537047000,536596000,0,448343,542.581,1412.66,50.943,0,0.0793603,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,44,"sd_0.05_yrs2"
4060320000,4087790000,4086470000,123209000,1624130000,0.480769,0.103578,170443000,1245160000,0.135485,171364000,1400440000,0.433095,0.121373,172459000,172459000,4.17584e-05,0.429584367734563,"0.418483116880898",1,26,99,100,0.9,NA,NA,NA,0.2,19.2196,136.312,0.196135,0.107168,0.0881733,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6294,0.65,0.4,0,0,-0.00231739,-0.000511694,-0.000621593,-0.000754397,-0.000914598,0,0.06656,79.7665,-3,7.04292,15,-999,999,41.0422,-4,5.42621,14,-99,99,0,25,0,25,187902000,475.446,1.21298e-13,0,-55.616,408.727,167.682,-45.3475,0,0,0,0.000999795,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.51666666666667,"em",TRUE,966,NA,NA,45,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.434473994779858,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.0975376,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,188895000,536772000,536320000,0,449378,554.569,1443.7,52.9623,0,0.0297299,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,45,"sd_0.05_yrs2"
4253740000,4283630000,4282240000,131649000,1701500000,0.480769,0.110292,190275000,1304480000,0.145121,192476000,1432430000,0.426029,0.132813,193235000,193235000,7.18296e-06,0.380836628472826,"0.37711043015801",1,26,99,100,0.9,NA,NA,NA,0.2,20.5818,135.417,0.193848,0.0976161,0.0888718,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6956,0.65,0.4,0,0,0.00318265,0.000699817,0.000850471,0.00103264,0.00125254,0,0.0327216,57.5657,-3,0.816515,15,-999,999,36.6955,-4,4.27228,14,-99,99,0,25,0,25,181531000,526.849,1.9937e-14,0,-51.7225,419.771,213.747,-54.9486,0,0,0,0.00272771,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.43333333333333,"em",TRUE,988,NA,NA,46,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.418686247912678,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.268184,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,181388000,541260000,540804000,0,453328,551.346,1441.81,52.5749,0,0.224758,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,46,"sd_0.05_yrs2"
4481160000,4513080000,4511560000,144838000,1792460000,0.480769,0.0815731,148074000,1374220000,0.105231,146753000,1629840000,0.449364,0.0901056,148832000,148832000,4.03834e-05,0.26305688705603,"0.409888277102917",1,26,99,100,0.9,NA,NA,NA,0.2,18.941,130.818,0.209868,0.0933852,0.0845613,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7911,0.65,0.4,0,0,0.00285273,0.000627609,0.000763016,0.000926987,0.00112526,0,0.0871964,50.8084,-3,15.5494,15,-999,999,46.3385,-4,14.4631,14,-99,99,0,25,0,25,143555000,486.569,2.56193e-14,0,-54.0078,423.501,164.659,-47.5831,0,0,0,6.86774e-05,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.88333333333333,"em",TRUE,1074,NA,NA,47,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.344186593147217,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.101794,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,143595000,530388000,529944000,0,442248,541.677,1396.26,52.3557,0,0.0323813,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,47,"sd_0.05_yrs2"
4490160000,4522160000,4520650000,142952000,1796070000,0.480769,0.0832223,151407000,1376980000,0.107527,150309000,1623320000,0.447477,0.0925315,152277000,152277000,3.98038e-05,0.315467600263688,"0.403020304905038",1,26,99,100,0.9,NA,NA,NA,0.2,20.1805,132.11,0.203166,0.095354,0.0966175,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.778,0.65,0.4,0,0,0.00147297,0.000324345,0.000394196,0.000478688,0.000580743,0,0.0602799,24.8712,-3,3.52501,15,-999,999,39.5372,-4,4.89769,14,-99,99,0,25,0,25,173162000,517.099,6.59734e-14,0,-55.1019,434.409,187.402,-49.6122,0,0,0,0.00167274,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.95,"em",TRUE,1306,NA,NA,48,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.40023701208076,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.487388,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,172717000,530684000,530239000,0,442357,550.937,1426.11,57.2618,0,0.742335,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,48,"sd_0.05_yrs2"
5244580000,5283590000,5281820000,169113000,2097830000,0.480769,0.0801468,170370000,1608340000,0.103359,168815000,1908950000,0.449603,0.0884534,171228000,171228000,0.00021026,0.236802565696395,"0.396291269734522",1,26,99,100,0.9,NA,NA,NA,0.2,19.7464,132.026,0.19906,0.0902518,0.122321,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.9461,0.65,0.4,0,0,0.00140487,0.000309339,0.000375926,0.000456474,0.000553736,0,0.096016,49.1724,-3,15.603,15,-999,999,41.895,-4,5.31381,14,-99,99,0,25,0,25,144479000,518.478,2.82833e-14,0,-53.0817,445.994,176.525,-50.9599,0,0,0,0.000491455,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.78333333333333,"em",TRUE,1100,NA,NA,49,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.332529418389983,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.676458,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,144149000,539208000,538757000,0,449408,539.526,1395.29,47.8385,0,1.42999,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,49,"sd_0.05_yrs2"
4033880000,4062080000,4060720000,128006000,1613550000,0.480769,0.0993654,162536000,1237060000,0.129802,163221000,1397540000,0.434428,0.115834,164343000,164343000,0.00164482,0.3553873689847,"0.387517206122622",1,26,99,100,0.9,NA,NA,NA,0.2,19.6281,131.336,0.207948,0.103295,0.10166,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6676,0.65,0.4,0,0,-0.00508049,-0.00112451,-0.00136634,-0.00165874,-0.00201171,0,0.0402034,38.8657,-3,0.645789,15,-999,999,41.5768,-4,5.30875,14,-99,99,0,25,0,25,159434000,480.485,2.44314e-12,0,-53.8511,416.399,170.537,-52.6031,0,0,0,0.00284362,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.88333333333333,"em",TRUE,1154,NA,NA,50,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.366364851696056,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.495721,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,158397000,533623000,533175000,0,446301,543.032,1410.28,47.0428,0,0.767935,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,50,"sd_0.05_yrs2"
4843080000,4877590000,4875960000,154273000,1937230000,0.480769,0.0807762,158473000,1485210000,0.10419,157042000,1762190000,0.449492,0.0891851,159278000,159278000,0.000387679,0.266026991088316,"0.404045888310771",1,26,99,100,0.9,NA,NA,NA,0.2,19.8779,132.527,0.202542,0.0989017,0.0861748,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.8542,0.65,0.4,0,0,0.004265,0.000936952,0.00113866,0.00138265,0.00167737,0,-0.00494165,49.2483,-3,15.7806,15,-999,999,38.3259,-4,4.60068,14,-99,99,0,25,0,25,141449000,505.694,1.83688e-14,0,-53.4771,429.983,178.234,-49.0466,0,0,0,0.000625482,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.71666666666667,"em",TRUE,1133,NA,NA,51,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.330445768795695,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0.223272,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,141711000,534741000,534294000,0,445726,537.687,1404.82,69.3825,0,0.155782,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0333333333333333,"om",FALSE,2,1,1,51,"sd_0.05_yrs2"
4470520000,4504160000,4502610000,145862000,1788210000,0.480769,0.0816082,147908000,1370960000,0.10534,146702000,1621520000,0.448502,0.0904098,148707000,148707000,0.00040358,0.308442865706898,"0.390062875363395",1,26,99,100,0.9,NA,NA,NA,0.2,20.1606,131.157,0.200225,0.105051,0.11507,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7982,0.65,0.4,0,0,0.00162787,0.000358424,0.000435629,0.000529074,0.000641998,0,0.0412898,28.6473,-3,5.69725,15,-999,999,41.695,-4,5.06545,14,-99,99,0,25,0,25,154790000,501.94,2.61099e-14,0,-50.4147,439.264,165.866,-52.7765,0,0,0,0.00113785,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",2.9,"em",TRUE,1205,NA,NA,52,"sd_0.05_yrs2"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.36903368607652,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,-0.424246,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,156482000,528728000,528286000,0,439884,542.515,1410.15,53.3917,0,0.562452,0,0.000873468,0,0,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.0166666666666667,"om",FALSE,2,1,1,52,"sd_0.05_yrs2"
